# Program:featureCounts v2.0.0; Command:"featureCounts" "-T" "2" "-t" "gene" "-g" "gene_id" "-a" "/mnt/d/rna_seq/gtf/Oryza_sativa.IRGSP-1.0.50.chr.gtf" "-o" "counts.txt" "-M" "SRR12073954.bam" "SRR12073955.bam" "SRR12073956.bam" "SRR12073957.bam" "SRR12073958.bam" "SRR12073959.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR12073954.bam	SRR12073955.bam	SRR12073956.bam	SRR12073957.bam	SRR12073958.bam	SRR12073959.bam
Os06g0725350	6	30846904	30847573	-	670	0	0	0	0	0	0
Os06g0725400	6	30848392	30850674	+	2283	212	227	269	120	143	132
Os06g0725500	6	30855251	30856121	+	871	0	0	0	0	0	0
Os06g0725550	6	30855372	30859440	-	4069	7	0	0	5	3	2
Os06g0725700	6	30866005	30866895	+	891	0	0	9	0	0	0
Os06g0725800	6	30868979	30870033	+	1055	6	8	5	3	11	6
Os06g0725900	6	30870346	30877988	-	7643	3783	3642	3229	2553	2510	2425
Os06g0726100	6	30887215	30888383	+	1169	6	34	3	2	0	8
Os06g0726200	6	30890834	30892050	+	1217	3512	4950	1073	3712	2243	1910
Os06g0726300	6	30893359	30894592	-	1234	16	24	25	4	17	10
Os06g0726400	6	30897378	30905803	-	8426	78473	85685	64919	45420	68308	67692
Os06g0726501	6	30900676	30902017	+	1342	0	0	0	0	0	0
Os06g0726600	6	30907000	30913486	-	6487	554	514	418	405	379	519
Os06g0726800	6	30915125	30918862	-	3738	10	22	6	0	9	8
Os06g0726850	6	30924234	30926165	-	1932	0	0	0	0	0	0
Os06g0726900	6	30925122	30930159	+	5038	0	0	4	0	0	0
Os06g0727000	6	30935754	30936612	-	859	15	9	24	0	0	0
Os06g0727200	6	30944198	30948176	+	3979	7098	6980	6460	6465	6339	5665
Os06g0727300	6	30948592	30950414	-	1823	21	8	2	5	2	3
Os06g0727400	6	30953101	30956664	-	3564	6	1	1	3	2	0
Os06g0727500	6	30953213	30955721	+	2509	0	0	0	0	0	0
Os06g0727600	6	30957478	30962699	+	5222	0	0	0	0	0	0
Os06g0727700	6	30967319	30973486	+	6168	0	0	0	0	0	0
Os06g0727800	6	30976066	30981070	+	5005	6	7	2	0	0	0
Os06g0727900	6	30982225	30988361	+	6137	2	0	0	0	0	0
Os06g0727950	6	30982390	30988326	-	5937	0	0	0	0	0	0
Os06g0728000	6	30993280	30995120	+	1841	9811	10004	13013	4612	4645	4588
Os06g0728200	6	31000937	31003884	+	2948	3	3	0	3	2	0
Os06g0728300	6	31001622	31005488	-	3867	67	77	91	76	68	76
Os06g0728500	6	31008125	31009853	+	1729	737	794	812	405	430	394
Os06g0728600	6	31013746	31021183	+	7438	1319	1287	860	598	693	830
Os06g0728550	6	31015205	31016171	-	967	0	0	0	0	0	0
Os06g0728700	6	31025972	31028984	-	3013	1582	1354	1289	1482	1454	1445
Os06g0728800	6	31033456	31034904	-	1449	598	779	721	286	348	279
Os06g0728902	6	31047398	31048514	-	1117	49	60	7	24	4	20
Os06g0729000	6	31051983	31055919	-	3937	103	78	97	99	63	102
Os06g0729150	6	31052625	31055269	+	2645	0	0	0	0	0	0
Os06g0729300	6	31069076	31077365	+	8290	448	323	471	153	147	223
Os06g0729350	6	31076001	31077075	-	1075	0	0	0	0	0	0
Os06g0729400	6	31082752	31083640	+	889	27	10	15	10	0	13
Os06g0729500	6	31083609	31089544	-	5936	1125	1029	1245	586	752	776
Os06g0729650	6	31090188	31093308	-	3121	486	414	439	313	251	317
Os06g0729800	6	31102199	31102435	+	237	11	2	7	7	8	16
Os06g0729900	6	31105533	31107415	+	1883	231	156	124	115	85	119
Os06g0730000	6	31110777	31111388	+	612	14	0	0	1	0	0
Os06g0730150	6	31114762	31114993	+	232	4	9	7	3	5	5
Os06g0730200	6	31118702	31120365	+	1664	94	84	86	57	52	53
Os06g0730300	6	31127430	31130681	+	3252	1392	1142	994	1173	1109	874
Os06g0730500	6	31133011	31135752	+	2742	599	584	692	370	391	443
Os06g0730600	6	31136693	31145705	-	9013	668	795	728	477	425	426
Os06g0730800	6	31147957	31150545	+	2589	379	333	429	202	240	119
Os06g0730900	6	31151348	31156611	+	5264	23	40	47	46	49	48
Os06g0730950	6	31151491	31156308	-	4818	0	0	0	0	0	0
Os06g0731000	6	31157329	31158069	+	741	0	0	0	0	0	0
Os06g0731100	6	31162245	31167026	-	4782	495	597	480	225	277	330
Os06g0731200	6	31169698	31174837	-	5140	478	454	407	596	513	482
Os06g0731300	6	31179198	31179799	-	602	93	119	98	61	59	70
Os06g0731400	6	31181670	31184726	+	3057	782	777	962	374	513	485
Os06g0731500	6	31184955	31185724	-	770	284	317	264	172	279	190
Os06g0731600	6	31188393	31197762	-	9370	703	639	300	448	365	432
Os06g0731700	6	31204042	31205929	-	1888	222	274	318	167	116	161
Os06g0731750	6	31208373	31209382	+	1010	0	0	0	0	0	0
Os06g0731800	6	31208435	31211392	-	2958	187	194	189	119	95	104
Os06g0731900	6	31212403	31217518	+	5116	473	551	623	168	114	180
Os06g0731950	6	31217788	31219940	-	2153	660	615	521	455	519	461
Os06g0732000	6	31225756	31226653	-	898	27	70	19	71	35	44
Os05g0100008	5	10947	11430	-	484	0	0	0	0	0	0
Os05g0100016	5	12831	14076	+	1246	0	0	0	0	0	0
Os05g0100100	5	33369	36483	+	3115	21	20	7	11	8	18
Os05g0100300	5	37224	37440	-	217	37	27	37	31	18	15
Os05g0100366	5	38788	39027	-	240	279	338	350	158	290	184
Os05g0100500	5	44725	47165	-	2441	290	331	133	193	146	174
Os05g0100600	5	60260	65327	+	5068	298	316	287	192	177	189
Os05g0100700	5	65356	69823	-	4468	40	35	32	12	20	12
Os05g0100750	5	66208	69589	+	3382	0	0	0	0	0	0
Os05g0100800	5	71163	73225	-	2063	1158	1399	1330	924	887	780
Os05g0100900	5	75278	83483	-	8206	657	749	698	373	343	396
Os05g0101200	5	91716	95725	+	4010	1218	1184	1090	1016	888	702
Os05g0101300	5	95909	96901	-	993	54	34	48	31	41	38
Os05g0101400	5	97377	99788	-	2412	125	126	139	77	86	87
Os05g0101600	5	101403	104149	-	2747	129	113	150	74	94	109
Os05g0101800	5	113235	113499	-	265	0	0	0	0	0	0
Os05g0102000	5	116433	118268	-	1836	0	0	0	0	0	0
Os05g0102200	5	140783	143130	-	2348	127	185	117	62	88	118
Os05g0102300	5	145073	147497	+	2425	379	420	336	186	256	260
Os05g0102400	5	148472	149341	+	870	51	33	59	40	90	55
Os05g0102500	5	149964	152034	-	2071	2554	1507	1307	2035	2579	2353
Os05g0102700	5	155358	155678	-	321	0	0	0	0	0	0
Os05g0102600	5	155365	160193	+	4829	5981	4763	3937	3907	4396	4433
Os05g0102800	5	160715	167722	-	7008	1993	1678	1174	1648	1614	1623
Os05g0102900	5	174438	177558	+	3121	766	727	704	561	694	524
Os05g0103000	5	178860	181534	-	2675	140	118	84	151	125	119
Os05g0103100	5	182380	184740	-	2361	809	1023	1208	486	675	649
Os05g0103200	5	185654	188484	+	2831	1586	1908	2040	993	1186	938
Os05g0103300	5	189770	191128	+	1359	556	393	439	305	373	324
Os05g0103400	5	193291	193927	+	637	574	480	499	296	255	359
Os05g0103500	5	195749	197253	-	1505	350	385	407	254	264	280
Os05g0103600	5	197718	201616	-	3899	1410	1397	1239	1499	1351	1367
Os05g0103700	5	202000	205705	-	3706	210	208	214	183	164	192
Os05g0103800	5	207597	209481	-	1885	0	11	1	1	2	6
Os05g0104000	5	213855	217588	+	3734	274	235	267	171	133	110
Os05g0104100	5	219001	226298	+	7298	1036	1123	918	786	811	722
Os05g0104150	5	227008	228036	+	1029	4	0	0	0	0	2
Os05g0104200	5	230784	231999	+	1216	15	14	10	3	3	1
Os05g0104600	5	248400	249419	+	1020	0	1	0	0	0	0
Os05g0104650	5	251470	255800	+	4331	106	170	144	37	75	93
Os05g0104700	5	256779	258418	+	1640	142	214	120	60	145	126
Os05g0104750	5	258770	259018	+	249	0	1	0	0	0	0
Os05g0104800	5	260126	262272	-	2147	655	914	931	511	579	492
Os05g0104900	5	263744	266323	-	2580	1058	847	679	778	858	734
Os05g0105000	5	267986	274638	-	6653	227	212	121	16	39	69
Os05g0105050	5	276939	278024	-	1086	0	5	0	0	0	0
Os05g0105100	5	284991	287174	+	2184	14	9	21	3	4	6
Os05g0105150	5	285059	287051	-	1993	0	0	0	0	0	0
Os05g0105200	5	287362	288834	-	1473	414	532	399	221	328	326
Os05g0105300	5	291392	297119	+	5728	275	298	327	170	175	162
Os05g0105401	5	297542	298520	-	979	0	6	3	1	2	0
Os05g0105500	5	299419	303731	+	4313	145	110	164	86	96	101
Os05g0105550	5	301690	303708	-	2019	0	0	0	0	0	0
Os05g0105600	5	304132	311102	-	6971	188	169	174	110	78	112
Os05g0105800	5	313165	313673	+	509	33	67	46	52	45	47
Os05g0105900	5	317219	320666	+	3448	544	505	659	423	362	409
Os05g0106000	5	321161	324412	-	3252	395	408	495	336	256	348
Os05g0106100	5	326134	328142	-	2009	434	425	469	295	216	281
Os05g0106200	5	338917	340779	+	1863	4	17	2	0	0	0
Os05g0106300	5	346313	348856	+	2544	1	0	1	0	0	0
Os05g0106500	5	351640	354039	+	2400	112	92	81	50	57	95
Os05g0106600	5	354148	356618	-	2471	141	129	132	63	96	104
Os05g0106650	5	354383	356134	+	1752	0	0	0	0	0	0
Os05g0106700	5	362367	365961	+	3595	204	161	191	44	73	77
Os05g0106800	5	368284	370934	-	2651	0	0	0	1	0	0
Os05g0106900	5	372788	375683	-	2896	65	58	55	44	27	48
Os05g0107000	5	375945	378250	-	2306	25	22	13	16	8	21
Os05g0107101	5	409438	410437	-	1000	0	2	0	13	6	2
Os05g0107300	5	411095	419522	+	8428	916	898	682	526	550	692
ENSRNA049450871	5	419842	419913	+	72	0	0	0	0	0	0
Os05g0107600	5	421200	431613	-	10414	1362	1683	1224	806	800	813
Os05g0107700	5	437043	443269	+	6227	665	616	676	521	463	452
Os05g0107801	5	438641	439153	+	513	0	0	0	0	0	0
Os05g0107900	5	446567	448695	+	2129	58	50	69	7	30	34
Os05g0108000	5	448854	453209	-	4356	111	87	80	96	77	55
Os05g0108050	5	449168	453155	+	3988	0	0	0	0	0	0
Os05g0108100	5	453992	458256	-	4265	733	565	343	347	366	380
Os05g0108200	5	454257	455517	+	1261	0	0	0	0	0	0
Os05g0108300	5	471400	476283	+	4884	12	17	13	18	11	20
Os05g0108350	5	471503	475971	-	4469	0	0	0	0	0	0
Os05g0108400	5	478009	479130	+	1122	12	6	13	1	6	7
Os05g0108450	5	483703	488830	-	5128	8	10	8	8	6	8
Os05g0108500	5	484002	484559	+	558	0	0	0	0	0	0
Os05g0108600	5	486058	488356	+	2299	0	0	0	0	0	0
Os05g0108800	5	492384	494192	+	1809	217	128	189	94	138	114
Os05g0108950	5	492497	494056	-	1560	0	0	0	0	0	0
Os05g0109100	5	494751	498039	-	3289	167	253	206	109	166	122
Os05g0109400	5	514864	516038	+	1175	0	0	0	0	0	0
Os05g0109600	5	516952	522941	-	5990	618	605	554	867	731	672
Os05g0109650	5	519999	522451	+	2453	0	0	0	0	0	0
Os05g0109825	5	538162	538877	-	716	16	42	20	21	11	16
Os05g0110000	5	538304	539630	+	1327	213	218	241	174	173	137
Os05g0110100	5	542178	542952	+	775	122	92	136	124	55	112
Os05g0110200	5	548370	548715	-	346	77	123	161	28	82	88
Os05g0110300	5	552043	561773	+	9731	264	219	318	109	146	136
Os05g0110500	5	562876	566453	+	3578	391	543	408	469	356	429
Os05g0110600	5	566502	568227	-	1726	323	420	424	185	202	263
Os05g0110700	5	568790	572502	-	3713	247	306	259	142	191	146
Os05g0110800	5	575028	576861	+	1834	1045	1066	835	890	1061	795
Os05g0110900	5	577182	580396	-	3215	290	231	246	240	206	233
Os05g0110925	5	577621	578943	+	1323	0	0	0	0	0	0
Os05g0111000	5	593356	597828	+	4473	411	414	318	689	556	476
Os05g0111100	5	599130	599776	-	647	300	332	254	226	212	221
Os05g0111200	5	600341	603186	+	2846	12575	12797	13569	5313	7095	6174
Os05g0111300	5	605868	606764	+	897	21863	21763	23663	11353	13592	13330
Os05g0111800	5	629508	632454	+	2947	8	7	6	7	2	5
Os05g0111900	5	633900	638779	+	4880	206	200	186	87	131	141
Os05g0112000	5	640321	643316	-	2996	1530	1479	1645	1137	856	925
Os05g0112050	5	643035	643225	+	191	0	0	0	0	0	0
Os05g0112101	5	648654	650677	-	2024	5	1	12	1	0	6
Os05g0112125	5	648904	650860	+	1957	0	0	0	0	0	1
Os05g0112200	5	658112	660002	-	1891	20	21	15	20	38	13
Os05g0112750	5	687860	690346	-	2487	397	411	444	349	308	280
Os05g0112800	5	690765	691772	-	1008	42	65	34	30	11	39
Os05g0112900	5	694205	698938	+	4734	11	24	12	19	8	12
Os05g0113000	5	701583	705308	+	3726	1607	1705	1699	1239	1006	1135
Os05g0113100	5	707050	707859	+	810	0	0	0	0	0	0
Os05g0113300	5	711549	715894	+	4346	197	186	176	360	244	182
Os05g0113400	5	716295	718798	+	2504	3030	2939	3428	921	1235	1032
Os05g0113500	5	719134	721868	-	2735	2894	2978	3140	2117	2145	2100
Os05g0113900	5	738208	739079	+	872	17	9	27	7	15	0
Os05g0114000	5	739658	742961	-	3304	124	62	82	18	15	16
Os05g0114050	5	740068	741682	+	1615	0	0	0	0	0	0
Os05g0114100	5	759008	762234	-	3227	0	10	1	7	2	3
Os05g0114250	5	760110	760791	+	682	0	0	0	0	0	0
Os05g0114400	5	783214	784097	-	884	21	21	8	9	13	2
Os05g0114500	5	788862	791825	-	2964	263	240	270	105	188	156
Os05g0114600	5	791891	794636	+	2746	185	191	256	96	130	121
Os05g0114700	5	801229	803353	+	2125	245	308	341	178	196	248
Os05g0114800	5	811664	814064	+	2401	1	0	0	0	0	1
Os05g0114950	5	821545	826140	+	4596	0	0	0	0	0	0
Os05g0115100	5	835735	838113	+	2379	447	391	288	398	362	318
Os05g0115200	5	839259	841589	-	2331	6	13	9	0	5	2
Os05g0115500	5	841816	847237	+	5422	0	0	0	0	0	0
Os05g0115600	5	849168	850376	+	1209	12	3	0	13	5	1
Os05g0115650	5	849241	849897	-	657	0	0	0	0	0	0
Os05g0115700	5	851777	858063	+	6287	351	318	311	251	329	314
Os05g0115800	5	858399	862739	-	4341	1037	1037	1016	632	746	703
Os05g0115900	5	865006	870797	-	5792	170	171	155	153	105	126
Os05g0115950	5	865291	868831	+	3541	0	0	0	0	0	0
Os05g0116000	5	873167	876094	-	2928	2038	2239	2529	1004	1306	1085
Os05g0116100	5	877099	880445	-	3347	2684	2550	2887	1419	1511	1722
Os05g0116150	5	877631	880196	+	2566	0	0	0	0	0	0
Os05g0116350	5	887654	889381	-	1728	46	69	37	36	22	27
Os05g0116500	5	890730	893457	-	2728	198	195	142	247	205	149
Os05g0116600	5	894978	896572	-	1595	1	0	0	2	0	0
Os05g0116700	5	898855	903040	+	4186	0	4	12	1	6	12
Os05g0116750	5	899144	902816	-	3673	0	0	0	0	0	0
Os05g0116800	5	903472	904692	-	1221	0	0	0	0	0	0
Os05g0116850	5	903532	904759	+	1228	0	0	0	0	0	0
Os05g0117000	5	912965	913746	+	782	0	0	0	0	0	0
Os05g0117300	5	919592	920499	+	908	9	5	10	4	12	6
Os05g0117500	5	922037	926090	+	4054	128	121	138	92	84	75
Os05g0117600	5	926397	933728	+	7332	1675	1687	1442	797	862	956
Os05g0117667	5	935340	935412	-	73	0	0	0	0	0	0
Os05g0117798	5	940495	947009	+	6515	95	110	65	48	21	33
Os05g0117832	5	945494	946692	-	1199	0	0	0	0	0	0
Os05g0117864	5	947775	951933	-	4159	963	1201	849	866	740	796
Os05g0118000	5	956022	957044	+	1023	43	59	39	37	37	24
Os05g0118700	5	977812	978752	+	941	0	0	0	0	3	0
Os05g0118800	5	986271	988514	+	2244	170	154	227	64	87	83
Os05g0118900	5	989398	990847	-	1450	16	3	8	9	3	2
Os05g0119000	5	989625	991267	+	1643	1	0	0	4	0	4
Os05g0119100	5	993324	993804	-	481	112	189	100	363	302	255
Os05g0119200	5	997541	999169	-	1629	877	946	714	1070	1146	764
Os05g0119300	5	1000593	1002757	-	2165	4255	4309	5137	3897	3953	3476
Os05g0119350	5	1003799	1007803	+	4005	1	0	0	0	0	2
Os05g0119400	5	1004569	1008694	-	4126	2	0	3	6	11	1
Os05g0119600	5	1010651	1012854	+	2204	9	7	2	5	5	0
Os05g0119700	5	1014025	1014658	-	634	18	12	32	7	6	14
Os05g0119850	5	1014301	1016657	+	2357	220	258	247	61	55	120
Os05g0120000	5	1042096	1044138	-	2043	0	0	0	0	0	0
Os05g0120050	5	1042127	1044049	+	1923	0	0	0	0	0	0
Os05g0120100	5	1045879	1049359	-	3481	1116	1503	1350	1004	939	786
Os05g0120200	5	1050046	1052382	+	2337	120	165	97	294	123	75
Os05g0120250	5	1050054	1050380	-	327	0	0	0	0	0	0
Os05g0120300	5	1060912	1061952	+	1041	9	6	2	4	5	3
Os05g0120700	5	1084753	1086017	+	1265	1028	1320	953	827	771	721
Os05g0120800	5	1103397	1105229	+	1833	65	47	53	46	62	57
Os05g0120900	5	1108823	1110025	-	1203	7	19	36	12	17	8
Os05g0121000	5	1115776	1118059	+	2284	2004	2022	2275	1486	1549	1572
Os05g0121100	5	1122713	1126860	+	4148	14	16	17	1	2	0
Os05g0121200	5	1127011	1132408	-	5398	278	237	188	200	168	196
Os05g0121400	5	1142017	1145752	+	3736	426	420	460	321	377	393
Os05g0121500	5	1146334	1147106	-	773	217	226	296	126	160	134
Os05g0121600	5	1156300	1159703	-	3404	598	597	601	251	287	297
Os05g0121700	5	1174481	1190655	-	16175	162	122	151	57	99	74
Os05g0121725	5	1190748	1190803	+	56	0	0	0	0	0	0
Os05g0121750	5	1192862	1193809	+	948	1	3	7	7	13	7
Os05g0121800	5	1195081	1199226	+	4146	102	123	119	30	34	55
Os05g0121850	5	1199247	1201035	+	1789	0	0	0	0	0	0
Os05g0121900	5	1199358	1201038	-	1681	0	0	0	0	0	0
Os05g0122001	5	1203946	1204615	-	670	0	0	0	0	0	0
Os05g0122400	5	1222843	1230989	+	8147	10	11	6	25	6	2
Os05g0122500	5	1231013	1232703	-	1691	0	0	0	0	0	0
Os05g0122600	5	1240299	1245253	+	4955	27	13	24	4	4	7
Os05g0122650	5	1243359	1244985	-	1627	0	0	0	0	0	0
Os05g0122700	5	1246357	1247008	-	652	1387	1361	973	1855	1819	1689
Os05g0122750	5	1248228	1248495	+	268	0	0	0	0	0	0
Os05g0122800	5	1254602	1258729	+	4128	1892	1582	1571	1854	1808	1492
Os05g0122900	5	1259271	1261993	-	2723	972	986	1113	590	673	608
Os05g0123000	5	1266639	1267076	-	438	94	109	80	66	69	51
Os05g0123100	5	1279205	1285411	+	6207	282	318	288	79	78	105
Os05g0123150	5	1279392	1280215	-	824	0	0	0	0	0	0
Os05g0123200	5	1291479	1295477	+	3999	516	681	781	137	195	155
Os05g0123300	5	1295746	1298699	-	2954	30	26	27	17	2	27
Os05g0123400	5	1300445	1302199	-	1755	0	0	0	0	0	0
Os05g0124000	5	1348492	1354679	-	6188	909	874	810	711	573	557
Os05g0124600	5	1397305	1404503	-	7199	439	467	417	293	253	286
Os05g0124800	5	1417145	1419555	-	2411	0	0	3	0	0	0
Os05g0125000	5	1426941	1438465	+	11525	1142	1113	1028	562	691	856
Os05g0125050	5	1428965	1436189	-	7225	0	0	0	0	0	0
Os05g0125100	5	1440997	1441914	-	918	40	52	80	20	36	41
Os05g0125200	5	1454720	1457228	+	2509	272	310	408	274	251	330
Os05g0125250	5	1460830	1461749	-	920	3	2	0	5	0	2
Os05g0125300	5	1461362	1463780	+	2419	2	6	2	5	5	9
Os05g0125350	5	1463018	1463938	-	921	0	6	0	4	0	0
Os05g0125400	5	1466804	1469116	+	2313	7	10	3	22	0	2
Os05g0125500	5	1470049	1473944	-	3896	295	379	333	317	304	313
Os05g0125450	5	1470125	1472594	+	2470	0	0	0	0	0	0
Os05g0125600	5	1475291	1477660	+	2370	300	389	414	156	140	202
Os05g0125900	5	1482721	1483413	+	693	19	20	22	15	7	10
Os05g0126100	5	1493978	1496542	+	2565	77	49	64	18	39	29
Os05g0126150	5	1494328	1495571	-	1244	0	0	0	0	0	0
Os05g0126200	5	1497942	1499638	-	1697	293	470	480	224	249	228
Os05g0126300	5	1501068	1502720	-	1653	2676	2599	2782	2005	1844	1932
Os05g0126400	5	1502980	1508460	-	5481	1822	1953	1023	1104	1065	1290
Os05g0126501	5	1510651	1510951	+	301	0	0	0	0	0	0
Os05g0126600	5	1510707	1510973	-	267	0	0	0	0	0	0
Os05g0126700	5	1515572	1520637	+	5066	65	44	73	15	25	37
Os05g0126800	5	1521685	1522793	-	1109	28	45	29	19	26	46
Os05g0127200	5	1535764	1541563	+	5800	0	11	30	2	8	6
Os05g0127233	5	1535903	1536374	-	472	0	0	0	0	0	0
Os05g0127266	5	1540430	1541246	-	817	0	0	0	0	0	0
Os05g0127300	5	1547307	1550049	+	2743	127	186	116	145	131	167
Os05g0127400	5	1553459	1557206	+	3748	11	6	13	5	4	5
Os05g0127450	5	1553622	1557016	-	3395	0	0	0	0	0	0
Os05g0127500	5	1561984	1568161	-	6178	325	98	198	31	45	33
Os05g0128000	5	1643484	1644746	+	1263	73	79	81	71	59	88
Os05g0128100	5	1652025	1655698	+	3674	183	111	132	54	39	89
Os05g0128200	5	1662022	1664213	+	2192	1229	993	1227	1044	962	943
Os05g0128300	5	1666509	1668914	-	2406	5	6	0	0	0	0
Os05g0128350	5	1668057	1668750	+	694	0	0	0	0	0	0
Os05g0128400	5	1675495	1679054	-	3560	1663	1674	1460	1887	1771	1586
Os05g0128600	5	1686864	1687109	+	246	19	6	16	27	7	11
Os05g0128700	5	1693655	1694154	+	500	0	5	0	0	1	1
Os05g0128900	5	1695247	1696084	-	838	112	125	212	146	91	128
Os05g0129000	5	1698509	1702944	+	4436	2433	2152	1941	2370	1730	1558
Os05g0129100	5	1705440	1706779	+	1340	698	713	630	342	444	422
Os05g0129200	5	1707173	1709074	-	1902	0	0	0	0	0	0
Os05g0129250	5	1707186	1709022	+	1837	0	0	0	0	0	0
Os05g0129300	5	1717710	1719083	+	1374	646	756	742	398	442	392
Os05g0129400	5	1720445	1721211	+	767	0	0	0	0	0	0
Os05g0129700	5	1724513	1730837	-	6325	159	183	144	127	129	141
Os05g0129800	5	1743366	1744541	+	1176	22	11	28	21	18	22
Os05g0129900	5	1744769	1748850	-	4082	1095	1232	840	931	929	1113
Os05g0130100	5	1752425	1755727	+	3303	127	162	102	241	242	202
Os05g0130200	5	1761969	1762756	+	788	272	214	216	119	88	121
Os05g0130300	5	1781532	1782890	+	1359	131	70	88	34	45	40
Os05g0130400	5	1785142	1791282	-	6141	0	0	0	0	0	0
Os05g0130500	5	1793765	1794879	-	1115	0	0	0	0	0	0
Os05g0130600	5	1796039	1796862	+	824	15	21	43	0	0	5
Os05g0131000	5	1828268	1830051	-	1784	0	0	0	0	0	0
Os05g0131100	5	1830765	1833326	-	2562	20	14	17	16	17	12
Os05g0131401	5	1840616	1844553	-	3938	7	4	0	0	0	0
Os05g0131500	5	1846078	1848763	-	2686	5	4	0	5	7	6
Os05g0131900	5	1859669	1863266	+	3598	1012	1074	787	1640	1612	1417
Os05g0132000	5	1864582	1866585	+	2004	35	30	19	24	21	24
Os05g0132100	5	1866886	1873316	-	6431	389	434	574	74	62	157
Os05g0132300	5	1882395	1882963	+	569	0	0	0	0	0	0
Os05g0132400	5	1885155	1887809	-	2655	650	745	720	720	610	637
Os05g0132500	5	1889866	1895910	-	6045	457	496	424	278	312	351
Os05g0132601	5	1890974	1891459	+	486	0	0	0	0	0	0
Os05g0132650	5	1900860	1901173	+	314	0	0	2	0	0	4
Os05g0132700	5	1907665	1909355	-	1691	0	1	0	11	7	0
Os05g0132800	5	1910293	1910914	+	622	0	0	0	0	0	1
Os05g0133100	5	1924276	1927242	-	2967	214	228	284	112	121	112
Os05g0133401	5	1931890	1934198	+	2309	0	0	0	0	0	0
Os05g0133900	5	1965596	1974888	+	9293	720	748	706	668	544	620
Os05g0134000	5	1974028	1977836	-	3809	631	557	492	505	498	445
Os05g0134200	5	1994244	1996880	+	2637	738	800	782	608	606	587
Os05g0134300	5	1998562	2002856	-	4295	419	470	400	438	415	397
Os05g0134400	5	2010153	2014950	+	4798	454	603	621	121	157	123
Os05g0134700	5	2027782	2030021	+	2240	1	0	1	0	0	2
Os05g0134800	5	2044855	2046373	+	1519	0	0	0	0	0	0
Os05g0135000	5	2050494	2052107	+	1614	0	0	0	0	0	0
Os05g0135100	5	2053474	2057590	-	4117	0	0	0	0	0	0
Os05g0135150	5	2053517	2054148	+	632	0	0	0	0	0	0
Os05g0135200	5	2061827	2063241	+	1415	20	9	24	10	17	20
Os05g0135300	5	2061995	2062783	-	789	0	0	0	0	0	0
Os05g0135400	5	2073613	2075302	+	1690	5	4	1	3	0	0
Os05g0135450	5	2074574	2075038	-	465	0	0	0	0	0	0
Os05g0135500	5	2080597	2082747	+	2151	13	20	21	0	0	0
Os05g0135700	5	2089037	2091950	+	2914	3458	3290	3913	1409	1627	1709
Os05g0135750	5	2090474	2091669	-	1196	0	0	0	0	0	0
Os05g0135800	5	2096145	2100423	+	4279	1155	1401	1609	651	674	649
Os05g0135900	5	2100668	2104847	-	4180	147	216	128	57	76	62
ENSRNA049465477	5	2107452	2107672	-	221	7	1	0	1	1	0
Os05g0136100	5	2111251	2112146	+	896	37	43	63	23	17	21
Os05g0136200	5	2113595	2117110	-	3516	45	41	59	35	73	50
Os05g0136400	5	2124240	2127599	+	3360	0	0	0	0	0	0
Os05g0136800	5	2143794	2144660	-	867	0	0	0	2	0	0
Os05g0136900	5	2143896	2150179	+	6284	426	548	504	162	219	241
Os05g0137000	5	2165045	2166794	-	1750	2	0	1	0	0	3
Os05g0137100	5	2165243	2166893	+	1651	0	0	0	0	0	0
Os05g0137200	5	2169601	2171510	+	1910	334	386	416	106	156	130
Os05g0137300	5	2172205	2174188	+	1984	1659	1710	1862	2281	1756	1601
Os05g0137400	5	2174913	2179088	+	4176	6781	6383	6254	4870	4483	4934
Os05g0137500	5	2179520	2184898	-	5379	47	37	50	12	3	9
Os05g0137600	5	2194869	2196386	+	1518	19	11	7	0	10	4
Os05g0137700	5	2195818	2197979	-	2162	77	75	68	79	59	45
Os05g0137800	5	2205392	2207098	-	1707	67	51	56	22	37	41
Os05g0138000	5	2212891	2213608	+	718	1	0	1	0	5	1
Os05g0138200	5	2217558	2218582	+	1025	0	1	0	0	4	2
Os05g0138300	5	2219581	2220618	-	1038	2058	2356	1765	2991	2873	2504
Os05g0139100	5	2246835	2248876	+	2042	58	49	63	21	30	25
Os05g0139200	5	2251313	2253040	-	1728	121	163	142	88	76	85
Os05g0139300	5	2258505	2259688	-	1184	50	38	112	26	40	65
Os05g0140000	5	2311217	2321098	-	9882	9	8	4	1	3	3
Os05g0140100	5	2311396	2315442	+	4047	0	0	0	0	0	0
Os05g0140300	5	2325838	2326680	+	843	0	0	0	0	0	0
Os05g0140334	5	2326313	2331324	-	5012	0	3	0	0	0	0
Os05g0140500	5	2331061	2334123	+	3063	1068	1112	1148	732	755	784
Os05g0140600	5	2334716	2339664	-	4949	134	152	127	93	99	78
Os05g0140800	5	2345391	2346836	-	1446	32308	31063	20588	75383	51201	37424
Os05g0141000	5	2351573	2354876	-	3304	31	41	7	26	56	8
Os05g0141100	5	2362763	2371178	+	8416	0	1	4	2	0	0
Os05g0141200	5	2363742	2371823	-	8082	21	10	17	11	6	11
Os05g0141300	5	2375085	2376419	-	1335	7	6	0	2	0	0
Os05g0141350	5	2375442	2376392	+	951	0	0	0	0	0	0
